"","Category","Title","VideoID","Readable_Duration","Video_URL"
"PT15M4S","ProE","ProE老师傅的最爱，Creo边界混合曲面功能详解之（一）","uI8-kSadoF0","15:04","https://www.youtube.com/watch?v=uI8-kSadoF0"
"PT25M53S","ProE","PROE featuring Fatima Sydow","CiYv96ZkFcg","25:53","https://www.youtube.com/watch?v=CiYv96ZkFcg"
"PT28M22S","ProE","Proe featuring Nuraan Davids","Yc5D8wQP2Jo","28:22","https://www.youtube.com/watch?v=Yc5D8wQP2Jo"
"PT27M11S","ProE","ProE入门到精通第4课：支架零件建模","04VFcvhMj8g","27:11","https://www.youtube.com/watch?v=04VFcvhMj8g"
"PT3M52S","ProE","ProE tutorial: Pattern of Pattern","SsgjVy79kfs","03:52","https://www.youtube.com/watch?v=SsgjVy79kfs"
"PT10M13S1","sketching","How to Draw Anything - 7 Easy Tips for Beginners","2gY51vW2H-U","10:13","https://www.youtube.com/watch?v=2gY51vW2H-U"
"PT23S2","sketching","3 LIFE-CHANGING art hacks!!! #Shorts","dleVn6FD8LQ","00:23","https://www.youtube.com/watch?v=dleVn6FD8LQ"
"PT34S","sketching","How to Sketch #drawing","uFDX87NJ37g","00:34","https://www.youtube.com/watch?v=uFDX87NJ37g"
"PT39S2","sketching","how to draw a shark 🦈😱 #art #youtubeshorts #shorts #@ArtwithBir_9 #drawing","qgMjHe3SlJo","00:39","https://www.youtube.com/watch?v=qgMjHe3SlJo"
"PT32S","sketching","How to draw figures 🤩 #shorts","1BwZ4dLLL2c","00:32","https://www.youtube.com/watch?v=1BwZ4dLLL2c"
"PT22M52S","sketching","LEARN TO DRAW FROM 0 to 100! | Roadmap| DrawlikeaSir","1jjmOF1hQqI","22:52","https://www.youtube.com/watch?v=1jjmOF1hQqI"
"PT57S","sketching","my boyfriend said HE‘S BETTER at art than me💀..let’s see who wins😈@mariusleqi | JULIA GISELLA AD","1-yLbBggdt8","00:57","https://www.youtube.com/watch?v=1-yLbBggdt8"
"PT15M33S","sketching","Learn To Draw #01 - Sketching Basics + Materials","ewMksAbgdBI","15:33","https://www.youtube.com/watch?v=ewMksAbgdBI"
"PT11M14S1","sketching","HOW TO SKETCH | Tips and Tricks | Draw like a Sir","2jBbTweQuaU","11:14","https://www.youtube.com/watch?v=2jBbTweQuaU"
"PT11M32S","sketching","Can a CHEAP Pen Be GREAT for Sketching?","m1EUQasyx_g","11:32","https://www.youtube.com/watch?v=m1EUQasyx_g"
"PT3H17M15S","Illustrator","Adobe Illustrator for Beginners | FREE COURSE","Ib8UBwu3yGA","03:17:15","https://www.youtube.com/watch?v=Ib8UBwu3yGA"
"PT9M43S","Illustrator","Adobe Illustrator for Beginners: Get Started in 10 Minutes","3NBKRywEbNs","09:43","https://www.youtube.com/watch?v=3NBKRywEbNs"
"PT1M4","Illustrator","Adobe Illustrator CC | Logo Design","0rP1XGYL6Yw","01:00","https://www.youtube.com/watch?v=0rP1XGYL6Yw"
"PT11M17S","Illustrator","9 Legendary Hacks Pro Designers Use in Adobe Illustrator","Wh_ywgixozo","11:17","https://www.youtube.com/watch?v=Wh_ywgixozo"
"PT3M49S1","Illustrator","Adobe Illustrator 2024 NEW FEATURES!","v329NOX2xq8","03:49","https://www.youtube.com/watch?v=v329NOX2xq8"
"PT12M19S1","Illustrator","AI Generated Vectors! - Illustrator CC 2024 Update","eUuHgP-dyDY","12:19","https://www.youtube.com/watch?v=eUuHgP-dyDY"
"PT7M54S","Illustrator","30 Illustrator Secrets Graphic Designers MUST KNOW!","Q0QOqJvhRm4","07:54","https://www.youtube.com/watch?v=Q0QOqJvhRm4"
"PT46M16S","Illustrator","Adobe Illustrator Crash Course 2023 (for complete beginners)","n_-ygXZUq3U","46:16","https://www.youtube.com/watch?v=n_-ygXZUq3U"
"PT6M14S","Illustrator","Learn Illustrator in 5 MINUTES! Beginner Tutorial","3GzumUieDPY","06:14","https://www.youtube.com/watch?v=3GzumUieDPY"
"PT8M2S","Illustrator","Become An Adobe Illustrator Master With These Tips (Must Know)","I5SJyDi1X5U","08:02","https://www.youtube.com/watch?v=I5SJyDi1X5U"
"PT5M31S1","Photoshop","Introduction to Generative Fill | Adobe Photoshop","Sp6K3qpVFO0","05:31","https://www.youtube.com/watch?v=Sp6K3qpVFO0"
"PT45M34S","Photoshop","Photoshop for Complete Beginners | Lesson 1","xTzvQkOll2U","45:34","https://www.youtube.com/watch?v=xTzvQkOll2U"
"PT8M5S1","Photoshop","Photoshop 2024 Top 7 NEW Features &amp; Updates Explained!","BMGirukzOPU","08:05","https://www.youtube.com/watch?v=BMGirukzOPU"
"PT3H7M2S","Photoshop","Photoshop for Beginners | FREE COURSE","IyR_uYsRdPs","03:07:02","https://www.youtube.com/watch?v=IyR_uYsRdPs"
"PT16M14S1","Photoshop","Photoshop Tutorial for Beginners 2022 | Everything You NEED to KNOW!","61mkx_OV61s","16:14","https://www.youtube.com/watch?v=61mkx_OV61s"
"PT12M54S","Photoshop","Modern Frequency Separation: So Much Easier! - Photoshop","bMkoCQA0o4o","12:54","https://www.youtube.com/watch?v=bMkoCQA0o4o"
"PT11M50S","Photoshop","Top 7 NEW Features Explained! - Photoshop 2024","a2CbaflVinQ","11:50","https://www.youtube.com/watch?v=a2CbaflVinQ"
"PT21M39S1","Photoshop","Photoshop Tutorial for Beginners 2023 | Everything You NEED to KNOW! (UPDATED)","r1mwj8AH98Y","21:39","https://www.youtube.com/watch?v=r1mwj8AH98Y"
"PT13M58S","Photoshop","ARTIST vs PHOTOSHOP AI - Are We Being Replaced?","sMPcumZJZcI","13:58","https://www.youtube.com/watch?v=sMPcumZJZcI"
"PT23M23S","Photoshop","Photoshop Tutorial for Beginners 2023 | Everything You NEED to KNOW!","gKFZjRV7L_Q","23:23","https://www.youtube.com/watch?v=gKFZjRV7L_Q"
"PT3M30S","Backbone","Harrdy Sandhu - Backbone | Jaani | B Praak | Zenith Sidhu | Latest Romantic Song 2017","bqGtrvcR5ls","03:30","https://www.youtube.com/watch?v=bqGtrvcR5ls"
"PT3M47S2","Backbone","KALEO - Backbone [OFFICIAL LYRIC VIDEO]","JHTTtC9rcqk","03:47","https://www.youtube.com/watch?v=JHTTtC9rcqk"
"PT8M8S","Backbone","NEW PlayStation Backbone One Controller - The Portable PS5","3FM60GGEPe8","08:08","https://www.youtube.com/watch?v=3FM60GGEPe8"
"PT2M57S1","Backbone","Harrdy Sandhu - Backbone |Jaani | B Praak | Lyrics Video","zJWeMC1q4ac","02:57","https://www.youtube.com/watch?v=zJWeMC1q4ac"
"PT4M25S","Backbone","BackBone One PlayStation Accessory REVIEW | 9 months later","pto5OpmMT1k","04:25","https://www.youtube.com/watch?v=pto5OpmMT1k"
"PT5M35S1","Backbone","KALEO - Backbone (LIVE at Breiðarmerkurjökull)","bv5RuxhBEqk","05:35","https://www.youtube.com/watch?v=bv5RuxhBEqk"
"PT5M31S2","Backbone","Five Reasons NOT to Buy a Backbone!","la9QJ8ghAE0","05:31","https://www.youtube.com/watch?v=la9QJ8ghAE0"
"PT9M49S1","Backbone","Backbone One - 2 Years Later - Still Worth Buying?","KczYuq8gWKg","09:49","https://www.youtube.com/watch?v=KczYuq8gWKg"
"PT6M19S","Backbone","Disbelief Papyrus phase 3 theme - Backbone","KokMR-gWT6M","06:19","https://www.youtube.com/watch?v=KokMR-gWT6M"
"PT30S1","Backbone","Introducing the Backbone One – PlayStation® Edition","tsw2qi_wjjc","00:30","https://www.youtube.com/watch?v=tsw2qi_wjjc"
"PT17H33M53S1","Angular","Angular for Beginners Course [Full Front End Tutorial with TypeScript]","3qBXWUpoPHo","17:33:53","https://www.youtube.com/watch?v=3qBXWUpoPHo"
"PT4H21M33S","Angular","Learn Angular A-Z: Complete Tutorial for Beginners","JWhRMyyF7nc","04:21:33","https://www.youtube.com/watch?v=JWhRMyyF7nc"
"PT2H2M42S1","Angular","Angular Tutorial for Beginners: Learn Angular &amp; TypeScript","k5E2AVpwsko","02:02:42","https://www.youtube.com/watch?v=k5E2AVpwsko"
"PT2H1M32S1","Angular","Angular Crash Course","3dHNOWTI7H8","02:01:32","https://www.youtube.com/watch?v=3dHNOWTI7H8"
"PT2M1","Angular","Angular in 100 Seconds","Ata9cSC2WpM","02:00","https://www.youtube.com/watch?v=Ata9cSC2WpM"
"PT20M46S","Angular","Angular for Beginners - Let&#39;s build a Tic-Tac-Toe PWA","G0bBLvWXBvc","20:46","https://www.youtube.com/watch?v=G0bBLvWXBvc"
"PT8H43S","Angular","Angular Full Course - Complete Zero to Hero Angular full Tutorial","CGLdH5ORX-Y","08:00:43","https://www.youtube.com/watch?v=CGLdH5ORX-Y"
"PT1H36M13S","Angular","Angular Tutorial for Beginners - Web Framework with Typescript Course","AAu8bjj6-UI","01:36:13","https://www.youtube.com/watch?v=AAu8bjj6-UI"
"PT3H17M50S","Angular","Angular Tutorial For Beginners | 3 Hours Course","VTEDh2pNSBQ","03:17:50","https://www.youtube.com/watch?v=VTEDh2pNSBQ"
"PT9M50S1","Angular","The CLEANEST authentication I&#39;ve ever built with Angular","foUS5JlDlCs","09:50","https://www.youtube.com/watch?v=foUS5JlDlCs"
"PT45S1","Ember","Elemental | Our Blue Flame","Ei4wseRRJhc","00:45","https://www.youtube.com/watch?v=Ei4wseRRJhc"
"PT6M9S1","Ember","Plini – &quot;EMBER&quot;","716ln-hgxbc","06:09","https://www.youtube.com/watch?v=716ln-hgxbc"
"PT3M7S","Ember","ELEMENTAL Movie Clip - “Baby Ember” (2023) Pixar","p3HTUJ-zJTk","03:07","https://www.youtube.com/watch?v=p3HTUJ-zJTk"
"PT4M15S1","Ember","Ember / haju:harmonics N°6 | ヴィンランド・サガ [VINLAND SAGA] SEASON 2 EDテーマ","YJc_7VHq6Ms","04:15","https://www.youtube.com/watch?v=YJc_7VHq6Ms"
"PT53S","Ember","This little girl really really loves Ember in “Elemental” #shorts #viral","Iquy0ag60-I","00:53","https://www.youtube.com/watch?v=Iquy0ag60-I"
"PT9M16S1","Ember","Disney&#39;s Elemental Opening Scene : baby Ember &amp; her father Cutest Scene HD","cn8j3lkZgvc","09:16","https://www.youtube.com/watch?v=cn8j3lkZgvc"
"PT2M4S","Ember","Cupid (Twin Ver.) - FIFTY FIFTY (Covered by Ember Amane)","Nj3t7KYNUO4","02:04","https://www.youtube.com/watch?v=Nj3t7KYNUO4"
"PT2M48S","Ember","Ember McLain - Remember (Official Soundtrack Version) [Robbyn Kirmssé]","wBMOc24_aIw","02:48","https://www.youtube.com/watch?v=wBMOc24_aIw"
"PT3M13S","Ember","Lauv - Steal The Show (From &quot;Elemental&quot;)","DwuJeGYlYyw","03:13","https://www.youtube.com/watch?v=DwuJeGYlYyw"
"PT3M46S2","Ember","EMBER - Cukr","49M7i-UH6ZI","03:46","https://www.youtube.com/watch?v=49M7i-UH6ZI"
"PT23M","UX Research","What is UX Research? | Google UX Design Certificate","kQ_6faxhyIw","23:00","https://www.youtube.com/watch?v=kQ_6faxhyIw"
"PT11M26S","UX Research","UX Research Methods: The Basics You Need to Get Started","B7eWE2JJp8M","11:26","https://www.youtube.com/watch?v=B7eWE2JJp8M"
"PT14M17S","UX Research","UX Research - Get Started With Qualitative User Research (2023)","bAARmsv1tms","14:17","https://www.youtube.com/watch?v=bAARmsv1tms"
"PT59M9S","UX Research","Better at UX Research &amp; Design than AI with Dr. Nick Fine | Experience Designed Podcast Ep4","lPQIKha3fhE","59:09","https://www.youtube.com/watch?v=lPQIKha3fhE"
"PT10M3S","UX Research","UX Research: Asking The Right User Interview Questions","H_SjVyKNXHE","10:03","https://www.youtube.com/watch?v=H_SjVyKNXHE"
"PT7M33S","UX Research","The UX Research Methods Every Designer Needs To Know","gGZGDnTY454","07:33","https://www.youtube.com/watch?v=gGZGDnTY454"
"PT15M44S","UX Research","How to Become a UX Researcher: the ultimate UXR career guide","MnDvcJMcEug","15:44","https://www.youtube.com/watch?v=MnDvcJMcEug"
"PT10M20S","UX Research","How To Conduct UX Research Analysis (UX Design Guide)","zGCRhd3r4fE","10:20","https://www.youtube.com/watch?v=zGCRhd3r4fE"
"PT41M2S","UX Research","UX Research &amp; Prototype Testing | Google UX Design Certificate","PZ2hchA4Jvg","41:02","https://www.youtube.com/watch?v=PZ2hchA4Jvg"
"PT7M16S2","UX Research","A realistic day in the life of a UX Researcher (fully remote) - what do I do all day","Qk6jaoqj_5w","07:16","https://www.youtube.com/watch?v=Qk6jaoqj_5w"
