"","Category","Title","VideoID","Readable_Duration","Video_URL"
"PT31M25S1","agile project development","Elisabeth Hendrickson - Agile in the age of AI and Big Data","FSBlLLwJB_M","31:25","https://www.youtube.com/watch?v=FSBlLLwJB_M"
"PT47M4S","agile project development","Agile and Scrum in the Real World | Google Project Management Certificate","1evfn3qTYGM","47:04","https://www.youtube.com/watch?v=1evfn3qTYGM"
"PT1H14M31S1","shell programming","Shell Scripting Tutorial | Shell Scripting Crash Course | Linux Certification Training | Edureka","GtovwKDemnI","01:14:31","https://www.youtube.com/watch?v=GtovwKDemnI"
"PT47M57S2","shell programming","Bash Scripting Tutorial for Beginners","tK9Oc6AEnR4","47:57","https://www.youtube.com/watch?v=tK9Oc6AEnR4"
"PT12M14S2","shell programming","you need to learn BASH Scripting RIGHT NOW!! // EP 1","SPwyp2NG-bE","12:14","https://www.youtube.com/watch?v=SPwyp2NG-bE"
"PT32M19S","shell programming","Shell Scripting Crash Course - Beginner Level","v-F3YLd6oMw","32:19","https://www.youtube.com/watch?v=v-F3YLd6oMw"
"PT2M33S2","shell programming","Bash in 100 Seconds","I4EWvMFj37g","02:33","https://www.youtube.com/watch?v=I4EWvMFj37g"
"PT31M57S","shell programming","Shell Program Explained","ubt-UjcQUYg","31:57","https://www.youtube.com/watch?v=ubt-UjcQUYg"
"PT1M3","shell programming","Shell Scripting in 1 min | How to Create and Run a Bash Script in Linux? Hindi","MybMpFuPqFM","01:00","https://www.youtube.com/watch?v=MybMpFuPqFM"
"PT5H10M16S1","shell programming","Master SHELL SCRIPTING in ONE VIDEO: From Zero to Hero | Beginner to Expert 2023 | MPrashant","TtGM9GfBuok","05:10:16","https://www.youtube.com/watch?v=TtGM9GfBuok"
"PT1H52M36S","shell programming","Shell Scripting Tutorial For Beginners | Shell Scripting &amp; Bash Script Course","_YmlnUWUxUo","01:52:36","https://www.youtube.com/watch?v=_YmlnUWUxUo"
"PT11M46S","shell programming","Shell Scripting Tutorial for Beginners 1 -  Introduction","cQepf9fY6cE","11:46","https://www.youtube.com/watch?v=cQepf9fY6cE"
"PT1H22M56S","C++","C++ Tutorial for Beginners - Learn C++ in 1 Hour","ZzaPdXTrSb8","01:22:56","https://www.youtube.com/watch?v=ZzaPdXTrSb8"
"PT4H1M19S","C++","C++ Tutorial for Beginners - Full Course","vLnPwxZdW4Y","04:01:19","https://www.youtube.com/watch?v=vLnPwxZdW4Y"
"PT35S","C++","Why You Should Learn C++","1Zku-mXDY9g","00:35","https://www.youtube.com/watch?v=1Zku-mXDY9g"
"PT3M18S","C++","(Life) Advice From The Creator of C++","-QxI-RP6-HM","03:18","https://www.youtube.com/watch?v=-QxI-RP6-HM"
"P1DT7H7M30S","C++","C++ Programming Course - Beginner to Advanced","8jLOx1hD3_o","07:07:30","https://www.youtube.com/watch?v=8jLOx1hD3_o"
"PT2M46S","C++","C++ in 100 Seconds","MNeX4EGtR5Y","02:46","https://www.youtube.com/watch?v=MNeX4EGtR5Y"
"PT6H","C++","C++ Full Course for free ⚡️","-TkoO8Z07hI","06:00:00","https://www.youtube.com/watch?v=-TkoO8Z07hI"
"PT7M27S","C++","Should you learn C++ in 2023?","D7cCdzS4cXQ","07:27","https://www.youtube.com/watch?v=D7cCdzS4cXQ"
"PT34M6S","C++","bITconf 2023 - [Krzysztof Niedźwiedź] Bare-metal czy RTOS, C czy C++ – wybory (nie takie) oczywiste","q7vklxls_7I","34:06","https://www.youtube.com/watch?v=q7vklxls_7I"
"PT2M26S1","C++","C vs C++ vs C#","sNMtjs_wQiE","02:26","https://www.youtube.com/watch?v=sNMtjs_wQiE"
"PT2M59S1","advertising tags","Creating a Google Ads Tag &amp; Conversion Linker in Google Tag Manager","z9-ssbjRTyg","02:59","https://www.youtube.com/watch?v=z9-ssbjRTyg"
"PT5M32S","advertising tags","Doubleclick Campaign Manager Tutorial part- 6 | Types of Ad Tags | Programmatic Advertising","9xixZg0Z1hk","05:32","https://www.youtube.com/watch?v=9xixZg0Z1hk"
"PT2M38S","advertising tags","Part 1: Third Party Ad Serving Basics","prh9kf1Jbmw","02:38","https://www.youtube.com/watch?v=prh9kf1Jbmw"
"PT2M58S","advertising tags","Advertising on Twitter: Website Tags","sM3rodHrmVI","02:58","https://www.youtube.com/watch?v=sM3rodHrmVI"
"PT1M45S","advertising tags","The Power of Advertising Slogans","QTl6xUFxyOY","01:45","https://www.youtube.com/watch?v=QTl6xUFxyOY"
"PT7M19S","advertising tags","Doubleclick Campaign Manager Tutorial part 7 | DoubleClick Floodlight tags? Programmatic Advertising","7cwyYzJUIFQ","07:19","https://www.youtube.com/watch?v=7cwyYzJUIFQ"
"PT3M35S1","advertising tags","How to track a marketing campaign (3:35)","ityoF7gvtJY","03:35","https://www.youtube.com/watch?v=ityoF7gvtJY"
"PT5M29S2","advertising tags","Doubleclick Campaign Manager Tutorial part- 8 |  Event Tags | Programmatic Advertising","iVcxBXwRKx8","05:29","https://www.youtube.com/watch?v=iVcxBXwRKx8"
"PT7M59S","advertising tags","Pay-Per-Click-Advertising Explained For Beginners","-GuaADkztuE","07:59","https://www.youtube.com/watch?v=-GuaADkztuE"
"PT6S","advertising tags","#advertising #tags #digitalagency #digitalcoupons #nfc #rfid #usa #london #germany","E2EdIiHg0LY","00:06","https://www.youtube.com/watch?v=E2EdIiHg0LY"
"PT5H40M23S","cloud design considerations","30 Cloud Design Patterns in depth","cxYHugyNTP0","05:40:23","https://www.youtube.com/watch?v=cxYHugyNTP0"
"PT14M14S","cloud design considerations","Cloud Computing Architecture Tutorial - Front End &amp; Back End | Cloud Computing | Simplilearn","X43KVeWVkSY","14:14","https://www.youtube.com/watch?v=X43KVeWVkSY"
"PT51M","cloud design considerations","Azure Design Pattern | Cloud Design Pattern | Security Vault Patterns | Azure Design Considerations","_iB_BMSThVM","51:00","https://www.youtube.com/watch?v=_iB_BMSThVM"
"PT4M51S2","cloud design considerations","Design Consideration To Host WebApp Web Services on Cloud","EJo686NTq_M","04:51","https://www.youtube.com/watch?v=EJo686NTq_M"
"PT6M24S4","cloud design considerations","Cloud Computing In 6 Minutes | What Is Cloud Computing? | Cloud Computing Explained | Simplilearn","M988_fsOSWo","06:24","https://www.youtube.com/watch?v=M988_fsOSWo"
"PT15M39S","cloud design considerations","Cloud Adoption Essentials: Cloud Architecture Basics","pM45hWKia5o","15:39","https://www.youtube.com/watch?v=pM45hWKia5o"
"PT30M58S","cloud design considerations","Cloud migration Architecture and Design Considerations","mfvCRAoJEMQ","30:58","https://www.youtube.com/watch?v=mfvCRAoJEMQ"
"PT49M13S","cloud design considerations","Azure Design Pattern | Cloud Design Pattern | Queue Messaging Patterns | Azure Design Considerations","KK7c_gH2sPA","49:13","https://www.youtube.com/watch?v=KK7c_gH2sPA"
"PT1H12M35S","cloud design considerations","Planning And Designing Cloud Infrastructure | AWS Training Videos | Simplilearn","NqGjklBovaI","01:12:35","https://www.youtube.com/watch?v=NqGjklBovaI"
"PT54M38S","cloud design considerations","Top Three Considerations When Designing a Cloud Architecture for Enterprise Scalability on AWS","z7ynOAJ_KE8","54:38","https://www.youtube.com/watch?v=z7ynOAJ_KE8"
"PT7M52S","Machine learning","Machine Learning | What Is Machine Learning? | Introduction To Machine Learning | 2021 | Simplilearn","ukzFI9rgwfU","07:52","https://www.youtube.com/watch?v=ukzFI9rgwfU"
"PT2M35S1","Machine learning","Machine Learning Explained in 100 Seconds","PeMlggyqz0Y","02:35","https://www.youtube.com/watch?v=PeMlggyqz0Y"
"PT5M49S","Machine learning","AI vs Machine Learning","4RixMPF4xis","05:49","https://www.youtube.com/watch?v=4RixMPF4xis"
"PT3H53M53S","Machine learning","Machine Learning for Everybody – Full Course","i_LwzRVP7bg","03:53:53","https://www.youtube.com/watch?v=i_LwzRVP7bg"
"PT2M44S","Machine learning","How to learn AI and ML in 2023 - A complete roadmap","KEB-w9DUdCw","02:44","https://www.youtube.com/watch?v=KEB-w9DUdCw"
"PT49M43S","Machine learning","Python Machine Learning Tutorial (Data Science)","7eh4d6sabA0","49:43","https://www.youtube.com/watch?v=7eh4d6sabA0"
"PT8M23S2","Machine learning","What is Machine Learning?","9gGnTQTYNaE","08:23","https://www.youtube.com/watch?v=9gGnTQTYNaE"
"PT51M31S","Machine learning","11. Introduction to Machine Learning","h0e2HAPTGF4","51:31","https://www.youtube.com/watch?v=h0e2HAPTGF4"
"PT5M23S1","Machine learning","What is Machine Learning?","HcqpanDadyQ","05:23","https://www.youtube.com/watch?v=HcqpanDadyQ"
"PT9H38M32S","Machine learning","Machine Learning Full Course - Learn Machine Learning 10 Hours | Machine Learning Tutorial | Edureka","GwIo3gDZCVQ","09:38:32","https://www.youtube.com/watch?v=GwIo3gDZCVQ"
"PT2M24S","Teamcenter","Enterprise PLM with Today&#39;s Teamcenter","kUbv4wz04VQ","02:24","https://www.youtube.com/watch?v=kUbv4wz04VQ"
"PT5M56S","Teamcenter","Fully integrated MBSE workflow with Teamcenter and Simcenter","xwXw7BAZt3Q","05:56","https://www.youtube.com/watch?v=xwXw7BAZt3Q"
"PT4M7S2","Teamcenter","Teamcenter Manufacturing - eBOM and mBOM configuration management","14nxzbEXtmw","04:07","https://www.youtube.com/watch?v=14nxzbEXtmw"
"PT7M5S1","Teamcenter","Teamcenter | SIEMENS | TcE - Visualization Overview","-JOzoTPoqAE","07:05","https://www.youtube.com/watch?v=-JOzoTPoqAE"
"PT4M20S2","Teamcenter","Teamcenter SLM Product Demonstration","Bs-Lt2ZXyw0","04:20","https://www.youtube.com/watch?v=Bs-Lt2ZXyw0"
"PT3M29S","Teamcenter","PLM Overview Video for Beginners","ePZheUvsH0w","03:29","https://www.youtube.com/watch?v=ePZheUvsH0w"
"PT54M48S","Teamcenter","Teamcenter Demonstration","CKYepcc9eHI","54:48","https://www.youtube.com/watch?v=CKYepcc9eHI"
"PT13M48S","Teamcenter","PLM: Teamcenter and AWC Architecture (2 Tier &amp; 4 Tier)","-i4GkbVS8jI","13:48","https://www.youtube.com/watch?v=-i4GkbVS8jI"
"PT9M51S","Teamcenter","MPP Interface in Teamcenter | EBOM MBOM Creation | PLM Nordic","MI0wUNZ93aE","09:51","https://www.youtube.com/watch?v=MI0wUNZ93aE"
"PT8M52S","Teamcenter","Teamcenter by Siemens - Introduction to PLM and PDM","HgDfCFkBAxM","08:52","https://www.youtube.com/watch?v=HgDfCFkBAxM"
"PT3M6S","CREO","Creo - Lost","q0ppj-J5_i4","03:06","https://www.youtube.com/watch?v=q0ppj-J5_i4"
"PT2M34S1","CREO","Exyl &amp; Creo - Cosmic War","wGZPOyfDtJ0","02:34","https://www.youtube.com/watch?v=wGZPOyfDtJ0"
"PT14M8S","CREO","SolidWorks VS Creo which one is Better","h8u7w3GO6Tw","14:08","https://www.youtube.com/watch?v=h8u7w3GO6Tw"
"PT3M32S","CREO","Creo - Dark Tides","XSjN9c5zilY","03:32","https://www.youtube.com/watch?v=XSjN9c5zilY"
"PT4M18S2","CREO","Ozuna x Amarion - Creo (Remix)","wtD8WbPo2is","04:18","https://www.youtube.com/watch?v=wtD8WbPo2is"
"PT3M36S","CREO","Creo - Crazy","IDaP8LeYsrk","03:36","https://www.youtube.com/watch?v=IDaP8LeYsrk"
"PT3M58S","CREO","Eruca Sativa - Creo (Official Video)","g0kfSyVYWoo","03:58","https://www.youtube.com/watch?v=g0kfSyVYWoo"
"PT5M23S2","CREO","Creo - Nautilus","6xEKE8jXyBs","05:23","https://www.youtube.com/watch?v=6xEKE8jXyBs"
"PT4M45S2","CREO","Callejeros - Creo (Letra)","ezlpwCLgiE8","04:45","https://www.youtube.com/watch?v=ezlpwCLgiE8"
"PT4M3S","CREO","Creo - In Circles","E8pMGq5VL3Q","04:03","https://www.youtube.com/watch?v=E8pMGq5VL3Q"
"PT11M59S","Solidworks","SolidWorks Tutorial for beginners Exercise 20","EyOD8CohvRs","11:59","https://www.youtube.com/watch?v=EyOD8CohvRs"
"PT45M11S","Solidworks","SOLIDWORKS 2023 | For Beginners","E69EqFY2qMc","45:11","https://www.youtube.com/watch?v=E69EqFY2qMc"
"PT9M45S","Solidworks","How to create drill bit in Solidworks","yNt9vzxjXB0","09:45","https://www.youtube.com/watch?v=yNt9vzxjXB0"
"PT13M33S","Solidworks","SolidWorks - Tutorial for Beginners in 13 MINUTES!  [ COMPLETE ]","CiBwrjUeB8U","13:33","https://www.youtube.com/watch?v=CiBwrjUeB8U"
"PT9M14S","Solidworks","SolidWorks Basic Practice Drawing Exercise for Beginners - 1","KhL3lHNqqsM","09:14","https://www.youtube.com/watch?v=KhL3lHNqqsM"
"PT10M6S","Solidworks","SolidWorks Practice Exercises for Beginners - 6 | SolidWorks Basics Tutorial | Rib Tool","jlLIJC-DUL8","10:06","https://www.youtube.com/watch?v=jlLIJC-DUL8"
"PT13M23S","Solidworks","Solidworks Nut and Bolt, Thread Feature and Animation","7oKBdfOEAw0","13:23","https://www.youtube.com/watch?v=7oKBdfOEAw0"
"PT20M14S","Solidworks","Ultimate SolidWorks Tutorial for Absolute Beginners- Step-By-Step","qtgmGkEPXs8","20:14","https://www.youtube.com/watch?v=qtgmGkEPXs8"
"PT10M31S1","Solidworks","Solidworks: flower vase (3)","S66wU2rC5iM","10:31","https://www.youtube.com/watch?v=S66wU2rC5iM"
"PT23S","Solidworks","High Detailed 3D Modeling | Bicycle | Solidworks","-rT_qCZj7ww","00:23","https://www.youtube.com/watch?v=-rT_qCZj7ww"
"PT2M42S","Concept HDL","Cadence Design Entry HDL tutorial - Creating Symbol","3lBbvybHZ5c","02:42","https://www.youtube.com/watch?v=3lBbvybHZ5c"
"PT13M17S1","Concept HDL","Cread New Symbol (1 of 2) | DESIGN ENTRY HDL | Tạo Symbol Mới","6yqaR-8mPrA","13:17","https://www.youtube.com/watch?v=6yqaR-8mPrA"
"PT8M6S1","Concept HDL","Introduction to HDL | What is HDL? | #1 | Verilog in English","33PAoJGm2Fo","08:06","https://www.youtube.com/watch?v=33PAoJGm2Fo"
"PT1M5S","Concept HDL","How to Add a new Schematics Sheet in Cadence HDL Entry","YXnGrnZopO4","01:05","https://www.youtube.com/watch?v=YXnGrnZopO4"
"PT1M34S1","Concept HDL","Cadence Design Entry HDL tutorial - Generating Netlist export to Layout","AUxzajfAy0Y","01:34","https://www.youtube.com/watch?v=AUxzajfAy0Y"
"PT3M8S3","Concept HDL","Why You Should Take Allegro Design Entry HDL Front to Back Flow Training Course","PAntR-qyfz0","03:08","https://www.youtube.com/watch?v=PAntR-qyfz0"
"PT3M44S","Concept HDL","Learning Allegro Design Entry HDL - New Project Creation","n0t730RDLpQ","03:44","https://www.youtube.com/watch?v=n0t730RDLpQ"
"PT1M48S","Concept HDL","Cadence Design Entry HDL Tutorial - Add Components","AAgn2vOXV0k","01:48","https://www.youtube.com/watch?v=AAgn2vOXV0k"
"PT8M22S","Concept HDL","Create a Netlist and Place Components | DESIGN ENTRY HDL | Xuất file cho Allegro","ctCYGPabxjs","08:22","https://www.youtube.com/watch?v=ctCYGPabxjs"
"PT3M17S","Concept HDL","How to create Hierarchical blocks | Allegro System Capture","UOh0VRw691c","03:17","https://www.youtube.com/watch?v=UOh0VRw691c"
"PT4M34S","Allegro","Kanthaswamy - Allegro Video | Vikram, Shreya","ZGblw7Esyfg","04:34","https://www.youtube.com/watch?v=ZGblw7Esyfg"
"PT1M47S","Allegro","ABRSM 2023 &amp; 2024 - Grade 5 Piano exam - A:1 Allegro  ~ Domenico Cimarosa","mSPoxbZbV44","01:47","https://www.youtube.com/watch?v=mSPoxbZbV44"
"PT3M5S1","Allegro","ABRSM 2023 &amp; 2024 - Grade 6 Piano exam - A:3 Allegro ~ Friedrich Kuhlau","exyvud3C8Vs","03:05","https://www.youtube.com/watch?v=exyvud3C8Vs"
"PT6M6S","Allegro","ABRSM 2023 &amp; 2024 - Grade 8 A: Piano exam - A:2 Allegro 1st Mvmnt Sonata in F, K. 332 ~ W. A. Mozart","NsOXM8tTBM4","06:06","https://www.youtube.com/watch?v=NsOXM8tTBM4"
"PT6M52S1","Allegro","Allegro &amp; CengizKurtoğlu FT.TupacShakur &amp; FT.Kurupt - Küllenen Aşk #114","exSMv3q6Z2U","06:52","https://www.youtube.com/watch?v=exSMv3q6Z2U"
"PT37M28S","Allegro","VTEC Austin ALLEGRO Continues to Take Shape!","3SFg7DbKzhw","37:28","https://www.youtube.com/watch?v=3SFg7DbKzhw"
"PT3M46S1","Allegro","Dan Balan - Allegro Ventigo (feat. Matteo) * official video 2018","sXu9QLRb_sI","03:46","https://www.youtube.com/watch?v=sXu9QLRb_sI"
"PT5M41S1","Allegro","Allegro &amp; Bergen FT.2PacShakur - Sabır Ver ( V.2 ) #135","bXWTxl5KvrU","05:41","https://www.youtube.com/watch?v=bXWTxl5KvrU"
"PT24M42S","Allegro","Part 9: Austin Allegro Type R Sleeper K20 Turbo build","xeMwrE--o1s","24:42","https://www.youtube.com/watch?v=xeMwrE--o1s"
"PT41S","Allegro","08 - Allegro, S. Suzuki | Suzuki Book 1 | Violin Sheet Music [Partitura para Violino ]","LC3dG09qXMQ","00:41","https://www.youtube.com/watch?v=LC3dG09qXMQ"
"PT5M48S2","source code management","Source Code Management","tH6x7N4iy98","05:48","https://www.youtube.com/watch?v=tH6x7N4iy98"
"PT2M1S1","source code management","GIT - What is Version Control or Source Code Management","C3uKu8ih9YU","02:01","https://www.youtube.com/watch?v=C3uKu8ih9YU"
"PT7M16S1","source code management","What Is Version Control? | Git Version Control | Version Control In Software Engineering|Simplilearn","Yc8sCSeMhi4","07:16","https://www.youtube.com/watch?v=Yc8sCSeMhi4"
"PT6M6S1","source code management","Chapter 1 : Source Code Management","8_NBhLBHb4w","06:06","https://www.youtube.com/watch?v=8_NBhLBHb4w"
"PT25S","source code management","Top 3 Source Code Management Tools","nLBrH9nn6DA","00:25","https://www.youtube.com/watch?v=nLBrH9nn6DA"
"PT5M37S","source code management","2 DevOps Source code Management Centralized and Distributed version control system","nPn3JXOy6SU","05:37","https://www.youtube.com/watch?v=nPn3JXOy6SU"
"PT18M48S","source code management","Source Code Management Best practices and Patterns","_kPIbSOPbaU","18:48","https://www.youtube.com/watch?v=_kPIbSOPbaU"
"PT1H22M48S","source code management","DevOps Lecture 8: Source code Management","uwSReLF6mPk","01:22:48","https://www.youtube.com/watch?v=uwSReLF6mPk"
"PT1H8M30S","source code management","Git and GitHub for Beginners - Crash Course","RGOj5yH7evk","01:08:30","https://www.youtube.com/watch?v=RGOj5yH7evk"
"PT40M42S","source code management","Git for Professionals Tutorial - Tools &amp; Concepts for Mastering Version Control with Git","Uszj_k0DGsg","40:42","https://www.youtube.com/watch?v=Uszj_k0DGsg"
"PT3H54M36S","Java/Android SDK","Android App Development in Java All-in-One Tutorial Series (4 HOURS!)","tZvjSl9dswg","03:54:36","https://www.youtube.com/watch?v=tZvjSl9dswg"
"PT11H36M27S","Java/Android SDK","Android Development for Beginners - Full Course","fis26HvvDII","11:36:27","https://www.youtube.com/watch?v=fis26HvvDII"
"PT11M40S1","Java/Android SDK","How to Install Android Studio With Java JDK and SDK on Windows 10","g7lUIxVHTec","11:40","https://www.youtube.com/watch?v=g7lUIxVHTec"
"PT9M8S1","Java/Android SDK","How much Java to Learn for Android Development? (LEARN THESE TOPICS)","OF5CO35R_Ek","09:08","https://www.youtube.com/watch?v=OF5CO35R_Ek"
"PT55M20S","Java/Android SDK","Android App Development Tutorial for Beginners - Your First App","FjrKMcnKahY","55:20","https://www.youtube.com/watch?v=FjrKMcnKahY"
"PT45S","Java/Android SDK","Java vs Kotlin for Android App Development | Mobile App Development | Programming | @SCALER","Tgg7s8vgHRM","00:45","https://www.youtube.com/watch?v=Tgg7s8vgHRM"
"PT7M50S2","Java/Android SDK","How To install Android Studio + SDK + JDK | Installation Step by Step","X4sLtBBUFfI","07:50","https://www.youtube.com/watch?v=X4sLtBBUFfI"
"PT8M23S3","Java/Android SDK","Java vs Kotlin for Android App Development","9wWgw9smBJs","08:23","https://www.youtube.com/watch?v=9wWgw9smBJs"
"PT5M52S1","Java/Android SDK","🦩Installing Android Studio Flamingo + Latest SDK - Mastering Android Course","mKO0TNYCVpQ","05:52","https://www.youtube.com/watch?v=mKO0TNYCVpQ"
"PT10M47S1","Java/Android SDK","The FULL Beginner to Pro Roadmap for Android Development in 2023","AhUL5tHF3uc","10:47","https://www.youtube.com/watch?v=AhUL5tHF3uc"
"15","Objective C/Swift/Xcode","Bridging Objective-C to Swift (Xcode)","YYY2KawKxJQ","05:34","https://www.youtube.com/watch?v=YYY2KawKxJQ"
"25","Objective C/Swift/Xcode","Convert Objective-C code to Swift EASILY with Swiftify in Xcode!","WPZLO4G_0qM","02:35","https://www.youtube.com/watch?v=WPZLO4G_0qM"
"35","Objective C/Swift/Xcode","Swift in 100 Seconds","nAchMctX4YA","02:25","https://www.youtube.com/watch?v=nAchMctX4YA"
"45","Objective C/Swift/Xcode","Xcode 14 Tutorial - Step by Step for Beginners (2022)","EJQW864XpmA","56:52","https://www.youtube.com/watch?v=EJQW864XpmA"
"55","Objective C/Swift/Xcode","Obj-C Getting Started: Do You Still Need to Learn Obj-C? Jump Start by Coding UITableView","ADyiVY5wiVk","21:12","https://www.youtube.com/watch?v=ADyiVY5wiVk"
"65","Objective C/Swift/Xcode","How to speed up slow Xcode builds, modularize &amp; migrate legacy Obj-C to Swift | Live Dev Mentoring","MzrrKIVuxC8","01:23:23","https://www.youtube.com/watch?v=MzrrKIVuxC8"
"75","Objective C/Swift/Xcode","Building iOS App Using Xcode and Objective-C - Part 1","qVAWysBvcgw","07:45","https://www.youtube.com/watch?v=qVAWysBvcgw"
"85","Objective C/Swift/Xcode","Learning iOS: Create your own app with Objective-C! by Tianyu Liu","ZeXSPJfsNPE","54:10","https://www.youtube.com/watch?v=ZeXSPJfsNPE"
"95","Objective C/Swift/Xcode","Xcode Objective-C Project with Swift Codes","afT92TQYpLQ","02:25","https://www.youtube.com/watch?v=afT92TQYpLQ"
"105","Objective C/Swift/Xcode","Advantages of Swift vs Objective C: Should I just learn Swift?","h3CKQajX99M","07:20","https://www.youtube.com/watch?v=h3CKQajX99M"
"PT3M53S1","Alias","Alias - More Than Words Can Say","pjhrGPFaQoQ","03:53","https://www.youtube.com/watch?v=pjhrGPFaQoQ"
"PT9M1S","Alias","Geometry Dash PROS Race For $100","yQ9KEt512AA","09:01","https://www.youtube.com/watch?v=yQ9KEt512AA"
"PT2M25S1","Alias","Alias - Season 1 Trailer","a7VzTYZ63A0","02:25","https://www.youtube.com/watch?v=a7VzTYZ63A0"
"PT20M10S","Alias","Alias (2001-2006): What Happened to this Series?","4ZXEAstu5gk","20:10","https://www.youtube.com/watch?v=4ZXEAstu5gk"
"PT16M29S","Alias","I made ALL Main Levels INTO ONE!","bA2Hab4TBEE","16:29","https://www.youtube.com/watch?v=bA2Hab4TBEE"
"PT2M2S","Alias","ALIAS: Red Hair Is Better","MgH__HxVoLY","02:02","https://www.youtube.com/watch?v=MgH__HxVoLY"
"PT4M32S","Alias","Alias - Waiting For Love 1990 (Official Video)","to0UO82kGtI","04:32","https://www.youtube.com/watch?v=to0UO82kGtI"
"PT4M54S1","Alias","In Flames - Alias (Official Music Video)","fV6q5BrS0Bw","04:54","https://www.youtube.com/watch?v=fV6q5BrS0Bw"
"PT13M40S","Alias","Playing Robtop Levels, But I Cannot Use THESE Gamemodes...","FWLUmId9Xo8","13:40","https://www.youtube.com/watch?v=FWLUmId9Xo8"
"PT5M43S","Alias","Alias 2024 What&#39;s New","l21tohMnERw","05:43","https://www.youtube.com/watch?v=l21tohMnERw"
"PT11M59S1","SolidWorks","SolidWorks Tutorial for beginners Exercise 20","EyOD8CohvRs","11:59","https://www.youtube.com/watch?v=EyOD8CohvRs"
"PT45M11S1","SolidWorks","SOLIDWORKS 2023 | For Beginners","E69EqFY2qMc","45:11","https://www.youtube.com/watch?v=E69EqFY2qMc"
"PT9M45S1","SolidWorks","How to create drill bit in Solidworks","yNt9vzxjXB0","09:45","https://www.youtube.com/watch?v=yNt9vzxjXB0"
"PT13M33S1","SolidWorks","SolidWorks - Tutorial for Beginners in 13 MINUTES!  [ COMPLETE ]","CiBwrjUeB8U","13:33","https://www.youtube.com/watch?v=CiBwrjUeB8U"
"PT9M14S1","SolidWorks","SolidWorks Basic Practice Drawing Exercise for Beginners - 1","KhL3lHNqqsM","09:14","https://www.youtube.com/watch?v=KhL3lHNqqsM"
"PT10M6S1","SolidWorks","SolidWorks Practice Exercises for Beginners - 6 | SolidWorks Basics Tutorial | Rib Tool","jlLIJC-DUL8","10:06","https://www.youtube.com/watch?v=jlLIJC-DUL8"
"PT23S1","SolidWorks","High Detailed 3D Modeling | Bicycle | Solidworks","-rT_qCZj7ww","00:23","https://www.youtube.com/watch?v=-rT_qCZj7ww"
"PT13M23S1","SolidWorks","Solidworks Nut and Bolt, Thread Feature and Animation","7oKBdfOEAw0","13:23","https://www.youtube.com/watch?v=7oKBdfOEAw0"
"PT10M31S2","SolidWorks","Solidworks: flower vase (3)","S66wU2rC5iM","10:31","https://www.youtube.com/watch?v=S66wU2rC5iM"
"PT17M33S","SolidWorks","Solidworks tutorial | How to make Helical Bevel Gear in SolidWorks","VihInzgm0QA","17:33","https://www.youtube.com/watch?v=VihInzgm0QA"
"PT11M8S","Rhino","Rhino&#39;s Glow Up - Jungle Beat: Munki and Trunk | Kids Animation 2021","968dLjow5ys","11:08","https://www.youtube.com/watch?v=968dLjow5ys"
"PT6M40S1","Rhino","Rowdy Rhino  – JB S3 Animal Compilation #10","DMQnND5l6CM","06:40","https://www.youtube.com/watch?v=DMQnND5l6CM"
"PT59S2","Rhino","The Last Northern White Rhino In The World","8RKQ0l31Bng","00:59","https://www.youtube.com/watch?v=8RKQ0l31Bng"
"PT3M12S2","Rhino","Spider-Man vs Rhino - Final Fight Scene - The Amazing Spider-Man 2 (2014) Movie CLIP HD","p3c4crHbjzU","03:12","https://www.youtube.com/watch?v=p3c4crHbjzU"
"PT3M35S2","Rhino","Rhino! - Syracuse (Official Music Video)","-2tjgezYMgs","03:35","https://www.youtube.com/watch?v=-2tjgezYMgs"
"PT1M42S1","Rhino","Hungry Rhino Squishes And Eats Giant Watermelon","zANvvpxpwkU","01:42","https://www.youtube.com/watch?v=zANvvpxpwkU"
"PT16S1","Rhino","Baby Rhino Loves a Good Brushing || ViralHog","hnSBgjk45i0","00:16","https://www.youtube.com/watch?v=hnSBgjk45i0"
"PT4M41S2","Rhino","All About Rhinos for Kids: Rhinoceros for Children - FreeSchool","TYklMREHD-s","04:41","https://www.youtube.com/watch?v=TYklMREHD-s"
"PT12M14S3","Rhino","Are Rhinos OP?","n9tYAjTOlv0","12:14","https://www.youtube.com/watch?v=n9tYAjTOlv0"
"PT6M30S","Rhino","Rhino For Beginners 10 - Pipo Chair","fA_1bXBK10A","06:30","https://www.youtube.com/watch?v=fA_1bXBK10A"
"PT26M2S","ProE","Proe featuring Akeefah Makhon","LcC57GeL6B8","26:02","https://www.youtube.com/watch?v=LcC57GeL6B8"
"PT26M13S","ProE","Proe featuring Najmah Latief","9eOEfvoKyDA","26:13","https://www.youtube.com/watch?v=9eOEfvoKyDA"
"PT26M4S","ProE","Proe featuring Shihaam Isaacs","YHZKbom4xZU","26:04","https://www.youtube.com/watch?v=YHZKbom4xZU"
"PT26M33S","ProE","Proe featuring Naslie Khan","sClI2-KXJ50","26:33","https://www.youtube.com/watch?v=sClI2-KXJ50"
"PT4M28S1","ProE","Proe - &quot;The Worst&quot; (Official Video)","hlvQ7nOqxv4","04:28","https://www.youtube.com/watch?v=hlvQ7nOqxv4"
